calls_id,queue_id,service_id,counter_id,user_id,token_letter,token_number,called_date,started_date,ended_date,started_time,ended_time,served_time,waiting_time,turn_around_time,created_date,updated_date,created_time,updated_time,call_status_id,turn_around_time_in_sec,served_time_in_sec,waiting_time_in_sec
648,569,2,6,9,NR,16,2024-01-30,2024-01-30,2024-01-30,11:51:56,12:03:02,00:11:06,01:21:59,01:33:05,2024-01-30,2024-01-30,11:52:07,12:03:02,1.0,5585.0,666.0,4919
649,570,2,3,10,NR,17,2024-01-30,2024-01-30,2024-01-30,11:53:25,12:03:14,00:09:49,01:22:36,01:32:25,2024-01-30,2024-01-30,11:53:25,12:03:14,1.0,5545.0,589.0,4956
650,572,2,8,11,NR,18,2024-01-30,2024-01-30,2024-01-30,11:55:42,12:08:25,00:12:43,01:24:10,01:36:53,2024-01-30,2024-01-30,11:55:42,12:08:25,1.0,5813.0,763.0,5050
652,583,1,7,8,W,18,2024-01-30,2024-01-30,2024-01-30,11:56:11,11:57:05,,00:59:52,,2024-01-30,2024-01-30,11:56:44,11:57:05,2.0,,,3592
653,584,1,7,8,W,19,2024-01-30,2024-01-30,2024-01-30,11:57:07,12:37:01,00:39:54,00:59:39,01:39:33,2024-01-30,2024-01-30,11:57:07,12:37:01,1.0,5973.0,2394.0,3579
654,574,2,3,10,NR,19,2024-01-30,2024-01-30,2024-01-30,12:04:18,12:13:51,00:09:33,01:30:27,01:40:00,2024-01-30,2024-01-30,12:04:18,12:13:51,1.0,6000.0,573.0,5427
656,575,2,6,9,NR,20,2024-01-30,2024-01-30,2024-01-30,12:12:16,12:24:59,00:12:43,01:38:08,01:50:51,2024-01-30,2024-01-30,12:12:24,12:24:59,1.0,6651.0,763.0,5888
657,576,2,3,10,NR,21,2024-01-30,2024-01-30,2024-01-30,12:13:53,12:24:54,00:11:01,01:36:16,01:47:17,2024-01-30,2024-01-30,12:13:53,12:24:54,1.0,6437.0,661.0,5776
658,586,2,3,10,NR,22,2024-01-30,2024-01-30,2024-01-30,12:24:57,12:37:43,00:12:46,01:20:59,01:33:45,2024-01-30,2024-01-30,12:24:57,12:37:43,1.0,5625.0,766.0,4859
660,588,2,6,9,NR,23,2024-01-30,2024-01-30,2024-01-30,12:25:02,12:37:54,00:12:52,01:10:18,01:23:10,2024-01-30,2024-01-30,12:25:23,12:37:54,1.0,4990.0,772.0,4218
661,585,1,7,8,W,20,2024-01-30,2024-01-30,2024-01-30,12:37:10,12:37:43,,01:34:54,,2024-01-30,2024-01-30,12:37:10,12:37:43,2.0,,,5694
662,587,1,7,8,W,21,2024-01-30,2024-01-30,2024-01-30,12:37:44,12:37:59,,01:29:10,,2024-01-30,2024-01-30,12:37:44,12:37:59,2.0,,,5350
664,589,2,8,11,NR,24,2024-01-30,2024-01-30,2024-01-30,12:38:11,13:00:36,00:22:25,01:22:25,01:44:50,2024-01-30,2024-01-30,12:38:11,13:00:36,1.0,6290.0,1345.0,4945
665,590,1,7,8,W,22,2024-01-30,2024-01-30,2024-01-30,12:38:01,12:46:13,00:08:12,01:21:38,01:29:50,2024-01-30,2024-01-30,12:40:56,12:46:13,1.0,5390.0,492.0,4898
666,609,3,2,13,T,2,2024-01-30,2024-01-30,2024-01-30,12:44:39,13:09:31,00:24:52,00:54:21,01:19:13,2024-01-30,2024-01-30,12:44:39,13:09:31,1.0,4753.0,1492.0,3261
669,592,1,7,8,W,23,2024-01-30,2024-01-30,2024-01-30,12:46:15,12:59:16,00:13:01,01:26:03,01:39:04,2024-01-30,2024-01-30,12:55:57,12:59:16,1.0,5944.0,781.0,5163
670,591,2,8,11,NR,25,2024-01-30,2024-01-30,2024-01-30,13:00:38,13:13:51,00:13:13,01:43:56,01:57:09,2024-01-30,2024-01-30,13:00:38,13:13:51,1.0,7029.0,793.0,6236
671,594,1,7,8,W,24,2024-01-30,2024-01-30,2024-01-30,13:04:27,13:13:59,00:09:32,01:42:22,01:51:54,2024-01-30,2024-01-30,13:04:27,13:13:59,1.0,6714.0,572.0,6142
673,593,2,8,11,NR,26,2024-01-30,2024-01-30,2024-01-30,13:13:56,13:25:42,00:11:46,01:52:33,02:04:19,2024-01-30,2024-01-30,13:13:56,13:25:42,1.0,7459.0,706.0,6753
674,595,1,7,8,W,25,2024-01-30,2024-01-30,2024-01-30,13:14:06,13:14:24,,01:50:46,,2024-01-30,2024-01-30,13:14:06,13:14:24,2.0,,,6646
675,597,1,7,8,W,26,2024-01-30,2024-01-30,2024-01-30,13:14:26,13:26:35,00:12:09,01:49:22,02:01:31,2024-01-30,2024-01-30,13:14:26,13:26:35,1.0,7291.0,729.0,6562
676,596,2,3,10,NR,27,2024-01-30,2024-01-30,2024-01-30,13:19:32,13:33:02,00:13:30,01:54:50,02:08:20,2024-01-30,2024-01-30,13:19:32,13:33:02,1.0,7700.0,810.0,6890
677,610,3,2,13,T,3,2024-01-30,2024-01-30,2024-01-30,13:09:33,13:31:14,00:21:41,01:18:35,01:40:16,2024-01-30,2024-01-30,13:19:56,13:31:14,1.0,6016.0,1301.0,4715
678,598,2,8,11,NR,28,2024-01-30,2024-01-30,2024-01-30,13:25:49,13:39:42,00:13:53,01:52:53,02:06:46,2024-01-30,2024-01-30,13:25:49,13:39:42,1.0,7606.0,833.0,6773
679,601,1,7,8,W,27,2024-01-30,2024-01-30,2024-01-30,13:27:11,13:27:27,,01:52:50,,2024-01-30,2024-01-30,13:27:11,13:27:27,2.0,,,6770
680,605,1,7,8,W,28,2024-01-30,2024-01-30,2024-01-30,13:27:29,13:27:46,,01:42:42,,2024-01-30,2024-01-30,13:27:29,13:27:46,2.0,,,6162
681,621,1,7,8,W,29,2024-01-30,2024-01-30,2024-01-30,13:27:48,13:27:59,00:00:11,01:33:45,01:33:56,2024-01-30,2024-01-30,13:27:48,13:27:59,1.0,5636.0,11.0,5625
682,623,1,7,8,W,30,2024-01-30,2024-01-30,2024-01-30,13:28:01,13:34:00,,01:33:21,,2024-01-30,2024-01-30,13:28:01,13:34:00,2.0,,,5601
684,624,1,6,9,W,31,2024-01-30,2024-01-30,2024-01-30,13:30:30,13:38:56,00:08:26,01:35:37,01:44:03,2024-01-30,2024-01-30,13:30:37,13:38:56,1.0,6243.0,506.0,5737
685,611,3,2,13,T,4,2024-01-30,2024-01-30,2024-01-30,13:32:35,13:51:51,00:19:16,01:41:29,02:00:45,2024-01-30,2024-01-30,13:32:35,13:51:51,1.0,7245.0,1156.0,6089
686,599,2,3,10,NR,29,2024-01-30,2024-01-30,2024-01-30,13:33:05,13:42:39,00:09:34,01:59:14,02:08:48,2024-01-30,2024-01-30,13:33:05,13:42:39,1.0,7728.0,574.0,7154
687,626,1,7,8,W,32,2024-01-30,2024-01-30,2024-01-30,13:34:04,13:39:50,00:05:46,01:35:43,01:41:29,2024-01-30,2024-01-30,13:34:04,13:39:50,1.0,6089.0,346.0,5743
689,631,1,6,9,W,33,2024-01-30,2024-01-30,2024-01-30,13:38:58,13:47:08,00:08:10,01:00:21,01:08:31,2024-01-30,2024-01-30,13:39:10,13:47:08,1.0,4111.0,490.0,3621
690,600,2,8,11,NR,30,2024-01-30,2024-01-30,2024-01-30,13:39:47,14:02:26,00:22:39,02:05:39,02:28:18,2024-01-30,2024-01-30,13:39:47,14:02:26,1.0,8898.0,1359.0,7539
691,632,1,7,8,W,34,2024-01-30,2024-01-30,2024-01-30,13:41:06,13:55:22,00:14:16,01:02:20,01:16:36,2024-01-30,2024-01-30,13:41:06,13:55:22,1.0,4596.0,856.0,3740
693,633,1,6,9,W,35,2024-01-30,2024-01-30,2024-01-30,13:47:10,13:47:47,,01:08:14,,2024-01-30,2024-01-30,13:47:28,13:47:47,2.0,,,4094
694,637,1,6,9,W,36,2024-01-30,2024-01-30,2024-01-30,13:47:49,13:48:03,,01:06:39,,2024-01-30,2024-01-30,13:47:49,13:48:03,2.0,,,3999
695,641,1,6,9,W,37,2024-01-30,2024-01-30,2024-01-30,13:48:05,13:51:30,00:03:25,01:03:04,01:06:29,2024-01-30,2024-01-30,13:48:05,13:51:30,1.0,3989.0,205.0,3784
696,602,2,3,10,NR,31,2024-01-30,2024-01-30,2024-01-30,13:49:39,13:58:20,00:08:41,02:13:47,02:22:28,2024-01-30,2024-01-30,13:49:39,13:58:20,1.0,8548.0,521.0,8027
698,603,2,6,9,NR,32,2024-01-30,2024-01-30,2024-01-30,13:52:03,13:52:30,,02:13:31,,2024-01-30,2024-01-30,13:52:14,13:52:30,2.0,,,8011
699,612,3,2,13,T,5,2024-01-30,2024-01-30,2024-01-30,13:52:22,14:10:46,00:18:24,02:00:49,02:19:13,2024-01-30,2024-01-30,13:52:22,14:10:46,1.0,8353.0,1104.0,7249
700,604,2,6,9,NR,33,2024-01-30,2024-01-30,2024-01-30,13:52:33,14:06:24,00:13:51,02:13:20,02:27:11,2024-01-30,2024-01-30,13:52:33,14:06:24,1.0,8831.0,831.0,8000
701,642,1,7,8,W,38,2024-01-30,2024-01-30,2024-01-30,13:56:25,14:03:35,,01:08:04,,2024-01-30,2024-01-30,13:56:25,14:03:35,2.0,,,4084
702,606,2,3,10,NR,34,2024-01-30,2024-01-30,2024-01-30,13:58:41,13:59:28,00:00:47,02:13:39,02:14:26,2024-01-30,2024-01-30,13:58:41,13:59:28,1.0,8066.0,47.0,8019
703,607,2,8,11,NR,35,2024-01-30,2024-01-30,2024-01-30,14:02:28,14:17:43,00:15:15,02:14:38,02:29:53,2024-01-30,2024-01-30,14:02:28,14:17:43,1.0,8993.0,915.0,8078
704,645,1,7,8,W,39,2024-01-30,2024-01-30,2024-01-30,14:03:41,14:04:11,,01:10:28,,2024-01-30,2024-01-30,14:03:41,14:04:11,2.0,,,4228
705,646,1,7,8,W,40,2024-01-30,2024-01-30,2024-01-30,14:04:13,14:04:28,,01:09:50,,2024-01-30,2024-01-30,14:04:13,14:04:28,2.0,,,4190
706,647,1,7,8,W,41,2024-01-30,2024-01-30,2024-01-30,14:04:29,14:04:39,,01:09:59,,2024-01-30,2024-01-30,14:04:29,14:04:39,2.0,,,4199
707,652,1,7,8,W,42,2024-01-30,2024-01-30,2024-01-30,14:04:41,14:14:14,00:09:33,01:01:20,01:10:53,2024-01-30,2024-01-30,14:04:41,14:14:14,1.0,4253.0,573.0,3680
708,608,2,3,10,NR,36,2024-01-30,2024-01-30,2024-01-30,14:06:53,14:16:38,00:09:45,02:17:44,02:27:29,2024-01-30,2024-01-30,14:06:53,14:16:38,1.0,8849.0,585.0,8264
710,622,2,6,9,NR,37,2024-01-30,2024-01-30,2024-01-30,14:07:03,14:22:14,00:15:11,02:12:40,02:27:51,2024-01-30,2024-01-30,14:07:14,14:22:14,1.0,8871.0,911.0,7960
711,613,3,2,13,T,6,2024-01-30,2024-01-30,2024-01-30,14:10:48,14:14:17,00:03:29,02:19:08,02:22:37,2024-01-30,2024-01-30,14:10:48,14:14:17,1.0,8557.0,209.0,8348
713,614,3,2,13,T,7,2024-01-30,2024-01-30,2024-01-30,14:14:23,14:17:54,00:03:31,02:22:18,02:25:49,2024-01-30,2024-01-30,14:14:23,14:17:54,1.0,8749.0,211.0,8538
714,653,1,7,8,W,43,2024-01-30,2024-01-30,2024-01-30,14:14:18,14:15:14,,01:09:35,,2024-01-30,2024-01-30,14:14:58,14:15:14,2.0,,,4175
715,656,1,7,8,W,44,2024-01-30,2024-01-30,2024-01-30,14:15:16,14:16:25,00:01:09,01:07:31,01:08:40,2024-01-30,2024-01-30,14:15:16,14:16:25,1.0,4120.0,69.0,4051
718,657,1,7,8,W,45,2024-01-30,2024-01-30,2024-01-30,14:16:26,14:17:29,,01:06:56,,2024-01-30,2024-01-30,14:17:07,14:17:29,2.0,,,4016
719,660,1,7,8,W,46,2024-01-30,2024-01-30,2024-01-30,14:17:31,14:24:00,00:06:29,01:02:11,01:08:40,2024-01-30,2024-01-30,14:17:31,14:24:00,1.0,4120.0,389.0,3731
720,615,3,2,13,T,8,2024-01-30,2024-01-30,2024-01-30,14:18:00,14:36:35,00:18:35,02:25:37,02:44:12,2024-01-30,2024-01-30,14:18:00,14:36:35,1.0,9852.0,1115.0,8737
722,627,2,6,9,NR,38,2024-01-30,2024-01-30,2024-01-30,14:22:16,14:34:45,00:12:29,02:22:24,02:34:53,2024-01-30,2024-01-30,14:22:29,14:34:45,1.0,9293.0,749.0,8544
723,661,1,7,8,W,47,2024-01-30,2024-01-30,2024-01-30,14:24:03,14:29:44,00:05:41,01:08:32,01:14:13,2024-01-30,2024-01-30,14:24:03,14:29:44,1.0,4453.0,341.0,4112
724,666,1,7,8,W,48,2024-01-30,2024-01-30,2024-01-30,14:29:47,14:36:00,00:06:13,00:44:39,00:50:52,2024-01-30,2024-01-30,14:29:47,14:36:00,1.0,3052.0,373.0,2679
725,628,2,8,11,NR,39,2024-01-30,2024-01-30,2024-01-30,14:31:33,14:47:07,00:15:34,02:24:34,02:40:08,2024-01-30,2024-01-30,14:31:33,14:47:07,1.0,9608.0,934.0,8674
726,669,1,7,8,W,49,2024-01-30,2024-01-30,2024-01-30,14:36:02,14:36:47,00:00:45,00:47:40,00:48:25,2024-01-30,2024-01-30,14:36:02,14:36:47,1.0,2905.0,45.0,2860
727,671,1,7,8,W,50,2024-01-30,2024-01-30,2024-01-30,14:36:49,14:37:12,,00:46:50,,2024-01-30,2024-01-30,14:36:49,14:37:12,2.0,,,2810
728,629,2,7,8,NR,40,2024-01-30,2024-01-30,2024-01-30,14:37:21,14:52:07,00:14:46,02:29:19,02:44:05,2024-01-30,2024-01-30,14:37:21,14:52:07,1.0,9845.0,886.0,8959
729,630,2,3,10,NR,41,2024-01-30,2024-01-30,2024-01-30,14:37:24,14:45:43,00:08:19,01:59:04,02:07:23,2024-01-30,2024-01-30,14:37:24,14:45:43,1.0,7643.0,499.0,7144
730,634,2,8,11,NR,42,2024-01-30,2024-01-30,2024-01-30,14:47:09,15:15:47,00:28:38,02:07:48,02:36:26,2024-01-30,2024-01-30,14:47:09,15:15:47,1.0,9386.0,1718.0,7668
731,675,1,7,8,W,51,2024-01-30,2024-01-30,2024-01-30,14:52:21,14:52:40,,00:56:33,,2024-01-30,2024-01-30,14:52:21,14:52:40,2.0,,,3393
732,678,1,7,8,W,52,2024-01-30,2024-01-30,2024-01-30,14:52:41,14:52:53,,00:43:11,,2024-01-30,2024-01-30,14:52:41,14:52:53,2.0,,,2591
733,679,1,7,8,W,53,2024-01-30,2024-01-30,2024-01-30,14:52:55,15:00:17,00:07:22,00:39:37,00:46:59,2024-01-30,2024-01-30,14:52:55,15:00:17,1.0,2819.0,442.0,2377
734,616,3,2,13,T,9,2024-01-30,2024-01-30,2024-01-30,14:56:31,15:23:38,00:27:07,03:03:50,03:30:57,2024-01-30,2024-01-30,14:56:31,15:23:38,1.0,12657.0,1627.0,11030
735,635,2,3,10,NR,43,2024-01-30,2024-01-30,2024-01-30,14:57:58,14:58:22,,02:17:55,,2024-01-30,2024-01-30,14:57:58,14:58:22,2.0,,,8275
736,636,2,3,10,NR,44,2024-01-30,2024-01-30,2024-01-30,14:58:24,15:08:42,00:10:18,02:17:54,02:28:12,2024-01-30,2024-01-30,14:58:24,15:08:42,1.0,8892.0,618.0,8274
737,682,1,7,8,W,54,2024-01-30,2024-01-30,2024-01-30,15:00:21,15:07:54,00:07:33,00:40:49,00:48:22,2024-01-30,2024-01-30,15:00:21,15:07:54,1.0,2902.0,453.0,2449
738,683,1,7,8,W,55,2024-01-30,2024-01-30,2024-01-30,15:07:55,15:13:05,00:05:10,00:45:36,00:50:46,2024-01-30,2024-01-30,15:07:55,15:13:05,1.0,3046.0,310.0,2736
739,638,2,3,10,NR,45,2024-01-30,2024-01-30,2024-01-30,15:09:19,15:09:52,,02:27:47,,2024-01-30,2024-01-30,15:09:19,15:09:52,2.0,,,8867
740,639,2,3,10,NR,46,2024-01-30,2024-01-30,2024-01-30,15:09:54,15:20:38,00:10:44,02:27:34,02:38:18,2024-01-30,2024-01-30,15:09:54,15:20:38,1.0,9498.0,644.0,8854
741,687,1,7,8,W,56,2024-01-30,2024-01-30,2024-01-30,15:13:07,15:13:46,00:00:39,00:48:41,00:49:20,2024-01-30,2024-01-30,15:13:07,15:13:46,1.0,2960.0,39.0,2921
742,688,1,7,8,W,57,2024-01-30,2024-01-30,2024-01-30,15:13:48,15:17:33,,00:46:21,,2024-01-30,2024-01-30,15:13:48,15:17:33,2.0,,,2781
743,640,2,8,11,NR,47,2024-01-30,2024-01-30,2024-01-30,15:15:49,15:31:44,00:15:55,02:32:52,02:48:47,2024-01-30,2024-01-30,15:15:49,15:31:44,1.0,10127.0,955.0,9172
744,690,1,7,8,W,58,2024-01-30,2024-01-30,2024-01-30,15:17:39,15:26:44,00:09:05,00:47:18,00:56:23,2024-01-30,2024-01-30,15:17:39,15:26:44,1.0,3383.0,545.0,2838
745,643,2,3,10,NR,48,2024-01-30,2024-01-30,2024-01-30,15:21:26,15:32:07,00:10:41,02:29:11,02:39:52,2024-01-30,2024-01-30,15:21:26,15:32:07,1.0,9592.0,641.0,8951
746,702,1,7,8,W,59,2024-01-30,2024-01-30,2024-01-30,15:26:47,15:27:14,00:00:27,00:31:21,00:31:48,2024-01-30,2024-01-30,15:26:47,15:27:14,1.0,1908.0,27.0,1881
747,704,1,7,8,W,60,2024-01-30,2024-01-30,2024-01-30,15:27:16,15:34:23,00:07:07,00:26:21,00:33:28,2024-01-30,2024-01-30,15:27:16,15:34:23,1.0,2008.0,427.0,1581
748,644,2,8,11,NR,49,2024-01-30,2024-01-30,2024-01-30,15:31:47,15:44:26,00:12:39,02:38:45,02:51:24,2024-01-30,2024-01-30,15:31:47,15:44:26,1.0,10284.0,759.0,9525
749,648,2,3,10,NR,50,2024-01-30,2024-01-30,2024-01-30,15:34:51,15:35:40,,02:39:10,,2024-01-30,2024-01-30,15:34:51,15:35:40,2.0,,,9550
750,649,2,3,10,NR,51,2024-01-30,2024-01-30,2024-01-30,15:35:44,15:48:47,00:13:03,02:38:19,02:51:22,2024-01-30,2024-01-30,15:35:44,15:48:47,1.0,10282.0,783.0,9499
751,707,1,7,8,W,61,2024-01-30,2024-01-30,2024-01-30,15:39:43,15:40:12,,00:25:25,,2024-01-30,2024-01-30,15:39:43,15:40:12,2.0,,,1525
752,713,1,7,8,W,62,2024-01-30,2024-01-30,2024-01-30,15:40:13,15:44:20,00:04:07,00:05:57,00:10:04,2024-01-30,2024-01-30,15:40:13,15:44:20,1.0,604.0,247.0,357
753,617,3,2,13,T,10,2024-01-30,2024-01-30,2024-01-30,15:40:54,15:53:44,00:12:50,03:47:58,04:00:48,2024-01-30,2024-01-30,15:40:54,15:53:44,1.0,14448.0,770.0,13678
754,714,1,7,8,W,63,2024-01-30,2024-01-30,2024-01-30,15:44:24,15:44:40,,00:10:02,,2024-01-30,2024-01-30,15:44:24,15:44:40,2.0,,,602
755,716,1,7,8,W,64,2024-01-30,2024-01-30,2024-01-30,15:44:42,15:50:30,00:05:48,00:08:17,00:14:05,2024-01-30,2024-01-30,15:44:42,15:50:30,1.0,845.0,348.0,497
756,650,2,8,11,NR,52,2024-01-30,2024-01-30,2024-01-30,15:44:51,16:01:41,00:16:50,02:47:01,03:03:51,2024-01-30,2024-01-30,15:44:51,16:01:41,1.0,11031.0,1010.0,10021
757,717,1,7,8,W,65,2024-01-30,2024-01-30,2024-01-30,15:50:32,15:54:51,00:04:19,00:07:02,00:11:21,2024-01-30,2024-01-30,15:50:32,15:54:51,1.0,681.0,259.0,422
758,618,3,2,13,T,11,2024-01-30,2024-01-30,2024-01-30,15:54:37,16:04:55,00:10:18,04:01:27,04:11:45,2024-01-30,2024-01-30,15:54:37,16:04:55,1.0,15105.0,618.0,14487
759,651,2,3,10,NR,53,2024-01-30,2024-01-30,2024-01-30,16:01:21,16:14:32,00:13:11,02:58:13,03:11:24,2024-01-30,2024-01-30,16:01:21,16:14:32,1.0,11484.0,791.0,10693
760,654,2,7,8,NR,54,2024-01-30,2024-01-30,2024-01-30,16:03:09,16:14:46,00:11:37,02:58:15,03:09:52,2024-01-30,2024-01-30,16:03:09,16:14:46,1.0,11392.0,697.0,10695
761,619,3,2,13,T,12,2024-01-30,2024-01-30,2024-01-30,16:05:13,16:31:59,00:26:46,04:11:49,04:38:35,2024-01-30,2024-01-30,16:05:13,16:31:59,1.0,16715.0,1606.0,15109
762,655,2,8,11,NR,55,2024-01-30,2024-01-30,2024-01-30,16:06:39,16:33:20,00:26:41,03:00:53,03:27:34,2024-01-30,2024-01-30,16:06:39,16:33:20,1.0,12454.0,1601.0,10853
763,658,2,3,10,NR,56,2024-01-30,2024-01-30,2024-01-30,16:14:57,16:25:11,00:10:14,03:04:21,03:14:35,2024-01-30,2024-01-30,16:14:57,16:25:11,1.0,11675.0,614.0,11061
764,659,2,7,8,NR,57,2024-01-30,2024-01-30,2024-01-30,16:15:08,16:25:01,00:09:53,03:00:20,03:10:13,2024-01-30,2024-01-30,16:15:08,16:25:01,1.0,11413.0,593.0,10820
765,662,2,7,8,NR,58,2024-01-30,2024-01-30,2024-01-30,16:25:41,16:39:14,00:13:33,03:04:51,03:18:24,2024-01-30,2024-01-30,16:25:41,16:39:14,1.0,11904.0,813.0,11091
766,663,2,8,11,NR,59,2024-01-30,2024-01-30,2024-01-30,16:33:22,16:52:49,00:19:27,03:00:49,03:20:16,2024-01-30,2024-01-30,16:33:22,16:52:49,1.0,12016.0,1167.0,10849
767,664,2,3,10,NR,60,2024-01-30,2024-01-30,2024-01-30,16:33:46,16:45:01,00:11:15,02:58:34,03:09:49,2024-01-30,2024-01-30,16:33:46,16:45:01,1.0,11389.0,675.0,10714
768,665,2,9,4,NR,61,2024-01-30,2024-01-30,2024-01-30,16:37:22,16:45:49,00:08:27,02:54:01,03:02:28,2024-01-30,2024-01-30,16:37:22,16:45:49,1.0,10948.0,507.0,10441
769,620,3,2,13,T,13,2024-01-30,2024-01-30,2024-01-30,16:38:04,16:52:10,00:14:06,04:44:20,04:58:26,2024-01-30,2024-01-30,16:38:04,16:52:10,1.0,17906.0,846.0,17060
770,667,2,7,8,NR,62,2024-01-30,2024-01-30,2024-01-30,16:39:23,16:41:39,,02:53:48,,2024-01-30,2024-01-30,16:39:23,16:41:39,2.0,,,10428
771,668,2,7,8,NR,63,2024-01-30,2024-01-30,2024-01-30,16:41:42,17:05:39,00:23:57,02:54:54,03:18:51,2024-01-30,2024-01-30,16:41:42,17:05:39,1.0,11931.0,1437.0,10494
772,670,2,3,10,NR,64,2024-01-30,2024-01-30,2024-01-30,16:45:34,16:54:23,00:08:49,02:56:41,03:05:30,2024-01-30,2024-01-30,16:45:34,16:54:23,1.0,11130.0,529.0,10601
773,672,2,9,4,NR,65,2024-01-30,2024-01-30,2024-01-30,16:46:30,16:46:51,,02:55:43,,2024-01-30,2024-01-30,16:46:30,16:46:51,2.0,,,10543
774,673,2,9,4,NR,66,2024-01-30,2024-01-30,2024-01-30,16:46:53,17:05:05,00:18:12,02:55:19,03:13:31,2024-01-30,2024-01-30,16:46:53,17:05:05,1.0,11611.0,1092.0,10519
775,674,2,8,11,NR,67,2024-01-30,2024-01-30,2024-01-30,16:52:50,17:09:03,00:16:13,02:59:39,03:15:52,2024-01-30,2024-01-30,16:52:50,17:09:03,1.0,11752.0,973.0,10779
776,625,3,2,13,T,14,2024-01-30,2024-01-30,2024-01-30,16:53:16,17:16:24,00:23:08,04:55:13,05:18:21,2024-01-30,2024-01-30,16:53:16,17:16:24,1.0,19101.0,1388.0,17713
777,676,2,3,10,NR,68,2024-01-30,2024-01-30,2024-01-30,16:54:30,17:12:03,00:17:33,02:57:59,03:15:32,2024-01-30,2024-01-30,16:54:30,17:12:03,1.0,11732.0,1053.0,10679
778,719,1,9,4,W,66,2024-01-30,2024-01-30,2024-01-30,17:05:22,17:08:54,00:03:32,01:14:50,01:18:22,2024-01-30,2024-01-30,17:05:22,17:08:54,1.0,4702.0,212.0,4490
779,680,2,7,8,NR,69,2024-01-30,2024-01-30,2024-01-30,17:05:46,17:18:50,00:13:04,02:52:09,03:05:13,2024-01-30,2024-01-30,17:05:46,17:18:50,1.0,11113.0,784.0,10329
781,681,2,8,11,NR,70,2024-01-30,2024-01-30,2024-01-30,17:09:05,17:25:01,00:15:56,02:55:09,03:11:05,2024-01-30,2024-01-30,17:09:05,17:25:01,1.0,11465.0,956.0,10509
783,720,1,9,4,W,67,2024-01-30,2024-01-30,2024-01-30,17:08:56,17:09:58,,01:16:31,,2024-01-30,2024-01-30,17:09:46,17:09:58,2.0,,,4591
784,684,2,9,4,NR,71,2024-01-30,2024-01-30,2024-01-30,17:10:11,17:21:21,00:11:10,02:47:31,02:58:41,2024-01-30,2024-01-30,17:10:11,17:21:21,1.0,10721.0,670.0,10051
785,685,2,3,10,NR,72,2024-01-30,2024-01-30,2024-01-30,17:13:15,17:25:59,00:12:44,02:50:22,03:03:06,2024-01-30,2024-01-30,17:13:15,17:25:59,1.0,10986.0,764.0,10222
786,677,3,2,13,T,15,2024-01-30,2024-01-30,2024-01-30,17:17:13,17:31:02,00:13:49,03:14:08,03:27:57,2024-01-30,2024-01-30,17:17:13,17:31:02,1.0,12477.0,829.0,11648
787,689,2,7,8,NR,73,2024-01-30,2024-01-30,2024-01-30,17:18:54,17:31:21,00:12:27,02:49:41,03:02:08,2024-01-30,2024-01-30,17:18:54,17:31:21,1.0,10928.0,747.0,10181
788,691,2,9,4,NR,74,2024-01-30,2024-01-30,2024-01-30,17:24:14,17:33:33,00:09:19,02:53:37,03:02:56,2024-01-30,2024-01-30,17:24:14,17:33:33,1.0,10976.0,559.0,10417
789,692,2,8,11,NR,75,2024-01-30,2024-01-30,2024-01-30,17:25:02,17:37:04,00:12:02,02:53:01,03:05:03,2024-01-30,2024-01-30,17:25:02,17:37:04,1.0,11103.0,722.0,10381
790,693,2,3,10,NR,76,2024-01-30,2024-01-30,2024-01-30,17:26:03,17:35:40,00:09:37,02:49:32,02:59:09,2024-01-30,2024-01-30,17:26:03,17:35:40,1.0,10749.0,577.0,10172
791,694,2,7,8,NR,77,2024-01-30,2024-01-30,2024-01-30,17:31:23,17:41:49,00:10:26,02:50:56,03:01:22,2024-01-30,2024-01-30,17:31:23,17:41:49,1.0,10882.0,626.0,10256
792,695,2,3,10,NR,78,2024-01-30,2024-01-30,2024-01-30,17:36:18,17:45:09,00:08:51,02:52:19,03:01:10,2024-01-30,2024-01-30,17:36:18,17:45:09,1.0,10870.0,531.0,10339
793,696,2,8,11,NR,79,2024-01-30,2024-01-30,2024-01-30,17:37:06,17:49:33,00:12:27,02:52:54,03:05:21,2024-01-30,2024-01-30,17:37:06,17:49:33,1.0,11121.0,747.0,10374
794,697,2,9,4,NR,80,2024-01-30,2024-01-30,2024-01-30,17:42:30,17:51:41,00:09:11,02:57:55,03:07:06,2024-01-30,2024-01-30,17:42:30,17:51:41,1.0,11226.0,551.0,10675
795,698,2,3,10,NR,81,2024-01-30,2024-01-30,2024-01-30,17:45:17,17:54:26,00:09:09,02:52:47,03:01:56,2024-01-30,2024-01-30,17:45:17,17:54:26,1.0,10916.0,549.0,10367
796,686,3,2,13,T,16,2024-01-30,2024-01-30,2024-01-30,17:46:11,18:08:16,00:22:05,03:22:29,03:44:34,2024-01-30,2024-01-30,17:46:11,18:08:16,1.0,13474.0,1325.0,12149
797,699,2,7,8,NR,82,2024-01-30,2024-01-30,2024-01-30,17:46:38,17:47:19,00:00:41,02:53:55,02:54:36,2024-01-30,2024-01-30,17:46:38,17:47:19,1.0,10476.0,41.0,10435
798,700,2,7,8,NR,83,2024-01-30,2024-01-30,2024-01-30,17:47:20,17:56:18,00:08:58,02:54:08,03:03:06,2024-01-30,2024-01-30,17:47:20,17:56:18,1.0,10986.0,538.0,10448
